YMD,REGION_ID,BEGIN_WEATHER,END_WEATHER,WIND_VELOCITY,RAIN_PROBABILITY,HIGH_TEMP,LOW_TEMP,MAX_VALUE,MIN_VALUE,AVG_VALUE,FAULT_COUNT_TOTAL
20150409,2,5,4,4,60,7,14,2373896970.000000,1429922000.000000,1979375170.277778,251
20150410,2,5,5,4,30,10,17,2318597900.000000,1381287960.000000,1909785090.902778,237
20150411,2,6,5,4,10,9,18,2195789060.000000,1349667970.000000,1806075080.729167,267
20150412,2,5,4,4,60,12,20,2150470950.000000,1293177000.000000,1728693121.840278,220
20150413,2,4,4,3,60,10,14,2298302980.000000,1291953000.000000,1873721236.006944,270
20150414,2,4,5,3,90,8,14,2401954100.000000,1200459960.000000,1915330477.944251,254
20150415,2,6,5,2,20,11,23,2183530030.000000,1292041020.000000,1811222853.832753,227
20150416,2,4,4,4,60,16,23,2136486080.000000,1245052000.000000,1789242330.729167,182
20150417,2,5,4,2,30,12,20,2132628910.000000,1230123050.000000,1773178325.243056,204
20150418,2,4,4,4,70,16,26,2082572020.000000,1231293950.000000,1709407295.069444,236
20150419,2,4,1,4,90,18,25,2035839970.000000,1200343990.000000,1657129649.581882,236
20150420,2,4,4,2,60,12,16,2213550050.000000,1197732060.000000,1810652689.652778,218
20150421,2,5,5,4,10,10,20,2172041990.000000,1246885990.000000,1807882913.958333,235
20150422,2,5,5,4,10,11,25,2256685060.000000,-4670446780.000000,1511234111.701389,219
20150423,2,5,5,4,10,14,25,2226243900.000000,1250279050.000000,1782436033.784722,205
20150424,2,5,5,4,20,16,23,2137387940.000000,1270209960.000000,1798139569.097222,187
20150425,2,5,5,4,10,14,26,2088034910.000000,1316277950.000000,1744434890.625000,177
20150426,2,5,5,4,10,17,27,2119216060.000000,1236217040.000000,1687759499.861111,191
20150427,2,5,5,2,30,18,27,2210347900.000000,1228516970.000000,1819071440.972222,175
20150428,2,4,4,4,70,19,30,2258397950.000000,1289788940.000000,1871461837.013889,185
20150429,2,4,5,2,40,17,22,2197885010.000000,1309088010.000000,1817909469.825784,230
20150430,2,5,5,4,20,15,26,2142704100.000000,1250078000.000000,1792239280.381944,163
20150501,2,4,4,4,10,16,25,1914363040.000000,1210022950.000000,1571745002.708333,149
20150502,2,4,4,2,90,17,24,2031772950.000000,1091755000.000000,1603483915.069444,158
20150503,2,5,5,4,30,16,23,1993185060.000000,1194723020.000000,1628724088.432056,168
20150504,2,5,4,4,30,17,24,2159879880.000000,1222750980.000000,1763908470.729167,172
20150505,2,5,4,4,30,15,24,2280199950.000000,1256473020.000000,1796861975.958188,207
20150506,2,4,4,4,60,17,23,2153496090.000000,1260612060.000000,1790780258.090278,148
20150507,2,5,5,4,30,17,27,2234069090.000000,1263279050.000000,1818597884.548611,171
20150508,2,4,4,2,80,17,25,2259114990.000000,1300126950.000000,1858505850.069444,181
20150509,2,4,5,4,60,17,21,2134465090.000000,1275083010.000000,1775412571.114983,176
20150510,2,5,4,4,60,16,24,2126636960.000000,1253045040.000000,1702942893.506944,163
20150511,2,4,5,2,90,18,21,2236143070.000000,1264781980.000000,1819579246.597222,217
20150512,2,5,5,2,10,14,27,2165964110.000000,1264701050.000000,1801397623.784722,221
20150513,2,6,5,4,20,17,31,2210189940.000000,1280972050.000000,1843110999.236111,288
20150514,2,4,4,4,70,22,27,2280167970.000000,1296676030.000000,1888271853.506944,258
20150515,2,4,4,4,90,20,25,2330189940.000000,1344173950.000000,1904072427.118056,286
20150516,2,5,5,4,40,17,24,2021740970.000000,1267357060.000000,1707642254.166667,222
20150517,2,5,4,4,60,16,25,2079902100.000000,1214813960.000000,1676986268.125000,208
20150518,2,4,4,4,90,19,24,2228407960.000000,1210711060.000000,1824108381.770833,225
20150519,2,4,5,4,40,20,28,2202417970.000000,1274194950.000000,1852975779.930556,274
20150520,2,5,5,4,20,19,27,2129181880.000000,1268062010.000000,1770291379.791667,230
20150521,2,5,5,4,10,17,25,2166172120.000000,1234489990.000000,1715600041.968912,195
20141201,3,5,5,3,30,4,9,4396646000.000000,2347029050.000000,3567021314.041812,434
20141202,3,5,5,4,10,2,9,4604032230.000000,2702097900.000000,3850702975.505226,438
20141203,3,5,0,4,70,4,9,4754541990.000000,2804372070.000000,3994135478.576389,478
20141204,3,5,5,2,10,2,7,4923069820.000000,2942018070.000000,4135765412.048611,566
20141205,3,5,5,4,10,1,7,4939335940.000000,2961864010.000000,4155060223.923611,556
20141206,3,6,5,4,10,2,10,4514275880.000000,3009295900.000000,3819304152.578125,606
20141207,3,4,5,4,40,5,13,4283736820.000000,2850445070.000000,3581863282.276423,494
20141208,3,5,5,4,20,5,10,4857729000.000000,2697867920.000000,4022702169.311741,500
20141209,3,4,4,4,40,7,12,4840256840.000000,2902436040.000000,4109849081.504065,495
20141210,3,4,4,4,70,9,13,4796160160.000000,2891684080.000000,4003254036.141732,467
20141211,3,4,4,2,40,6,9,5033630860.000000,2935758060.000000,4206912059.549180,505
20141212,3,5,6,2,10,2,8,5071514160.000000,3038525880.000000,4219820517.044534,530
20141213,3,6,6,4,10,1,7,4640909180.000000,3030545900.000000,3899644593.562753,626
20141214,3,6,5,4,10,2,10,4483835940.000000,2929475100.000000,3695688770.625000,619
20141215,3,4,4,2,40,5,13,4971945800.000000,2785983890.000000,4120836517.967480,654
20141216,3,5,5,3,10,2,5,5235676760.000000,3042611080.000000,4350308358.953975,966
20141217,3,5,5,2,20,0,6,5205244140.000000,3186252930.000000,4434560428.966942,1128
20141218,3,5,4,4,20,1,9,5125282230.000000,3168329100.000000,4373174679.700855,1025
20141219,3,4,5,4,60,6,11,4959709960.000000,3072408940.000000,4235263439.517544,693
20141220,3,5,5,2,10,4,9,4652429200.000000,2980741940.000000,3889330629.130435,555
20141221,3,5,5,2,20,2,6,4841749020.000000,2950354000.000000,3872823394.203540,713
20141222,3,5,5,4,10,0,7,5207352050.000000,2978762940.000000,4367700099.954545,710
20141223,3,5,5,4,20,3,12,5031496090.000000,3147913090.000000,4279356757.850467,571
20141224,3,6,5,4,10,5,12,4882965820.000000,3053405030.000000,4139342692.162162,481
20141225,3,5,4,4,30,5,9,4927647950.000000,3015777100.000000,4170900145.095238,473
20141226,3,5,5,4,30,5,10,4849600100.000000,3016763920.000000,4182583021.834061,447
20141227,3,5,5,4,20,6,11,4449445800.000000,2971065920.000000,3801018027.021277,419
20141228,3,5,6,4,10,5,12,4398237790.000000,2830302000.000000,3630252490.729167,460
20141229,3,5,5,4,10,5,13,4748785160.000000,2786538090.000000,3945327242.009346,455
20141230,3,5,5,4,10,6,14,4623494140.000000,2886339110.000000,3878387026.172249,416
20141231,3,5,5,3,10,4,11,4563871090.000000,2805325930.000000,3877554669.558824,407
20150101,3,5,5,2,10,0,4,4214163090.000000,2814409910.000000,3460184214.562212,528
20150102,3,5,5,4,10,-1,8,4368311040.000000,2555112060.000000,3559435810.000000,369
20150103,3,5,5,4,20,3,10,4461101070.000000,2769175050.000000,3685475066.108374,437
20150104,3,5,5,4,10,4,16,4649784180.000000,2791708010.000000,3885277265.566038,482
20150105,3,4,4,4,60,9,19,4514043950.000000,2822499020.000000,3813412225.490196,457
20150106,3,0,0,2,80,4,8,5099930180.000000,2774333980.000000,4213288453.181818,480
20150107,3,4,5,2,30,3,7,5165883790.000000,3093638920.000000,4238152963.682008,478
20150108,3,5,5,4,10,2,8,5090267090.000000,3110236080.000000,4312313061.243781,511
20150109,3,5,5,4,10,2,11,5037597170.000000,3108844970.000000,4214332860.582524,460
20150110,3,5,5,4,10,4,13,4433476070.000000,3020424070.000000,3812610983.838384,470
20150111,3,5,5,4,10,4,14,4344536130.000000,2874660890.000000,3589832318.090452,391
20150112,3,4,4,4,20,5,9,5001414060.000000,2780803960.000000,4157852688.013937,492
20150113,3,4,4,4,80,6,10,5021854980.000000,3011894040.000000,4222014663.680556,586
20150114,3,4,4,2,90,7,10,10005114000000.000000,2980371090.000000,1080633424569.270020,590
20150115,3,4,4,4,90,7,9,5143161130.000000,3008220950.000000,4279088487.500000,525
20150116,3,4,4,4,30,4,10,5079972170.000000,3060004880.000000,4282067149.097222,764
20150117,3,5,5,4,30,4,6,4792299800.000000,3024981930.000000,3992075201.250000,684
20150118,3,5,5,4,30,3,10,4543982910.000000,2991292970.000000,3765477559.513889,521
20150119,3,5,5,4,20,3,10,4985300780.000000,2836935060.000000,4150158642.187500,675
20150120,3,4,4,4,60,5,10,5072363770.000000,3047114990.000000,4229302719.062500,604
20150121,3,5,4,2,60,7,14,4782517090.000000,3007446040.000000,4033521381.076389,458
20150122,3,4,5,2,40,4,8,5095234860.000000,2964312990.000000,4228107649.270833,466
20150123,3,5,5,4,10,2,10,5012563960.000000,3040726070.000000,4146376578.506944,461
20150124,3,5,4,2,30,6,15,4187859860.000000,2942198970.000000,3669262422.152778,400
20150125,3,4,4,4,90,10,16,4157063960.000000,2724694090.000000,3469339268.819444,362
20150126,3,4,4,2,70,7,11,4848597170.000000,2673839110.000000,3991807389.409722,426
20150127,3,4,0,2,70,4,7,5089130860.000000,2909871090.000000,4280388144.583333,561
20150128,3,0,4,2,80,3,5,10005169000000.000000,3091092040.000000,39148938873.437500,530
20150129,3,2,0,4,90,3,6,5381438960.000000,3079808110.000000,4479920044.687500,513
20150130,3,0,0,2,70,2,6,5386541990.000000,3154032960.000000,4484362193.020833,573
20150131,3,5,4,2,40,2,6,4873649900.000000,3122527100.000000,4061203806.006944,587
20150201,3,4,4,4,60,3,7,4747910160.000000,2986243900.000000,3914323504.861111,579
20150202,3,4,4,4,60,4,7,5265399900.000000,2891387940.000000,4328586854.618056,562
20150203,3,4,4,4,60,5,8,5232362790.000000,3046756100.000000,4369803343.888889,483
20150204,3,5,6,2,30,4,9,5103573240.000000,3176461910.000000,4312771478.105263,424
20150205,3,5,5,2,20,2,7,5186583980.000000,3046490970.000000,4328299171.527778,485
20150206,3,5,5,4,20,1,8,5017889160.000000,3105396970.000000,4228913322.777778,497
20150207,3,5,5,4,30,3,11,4442036130.000000,3017884030.000000,3794469639.930556,398
20150208,3,5,6,2,20,2,4,4717133790.000000,2867335940.000000,3751224268.888889,495
20150209,3,5,5,4,10,-1,5,5093625000.000000,2965799070.000000,4217867888.645833,639
20150210,3,5,5,4,10,0,10,4840200200.000000,3058669920.000000,4077097226.458333,576
20150211,3,5,5,4,10,3,15,4431783200.000000,2921773930.000000,3744686787.916667,411
20150212,3,5,5,4,10,6,13,4294679200.000000,2642562990.000000,3648249229.513889,396
20150213,3,5,5,4,20,5,13,4130075200.000000,2740908940.000000,3531621027.118056,374
20150214,3,5,4,2,60,6,17,3381800050.000000,2581962890.000000,3030266627.569444,275
20150215,3,4,4,4,90,12,17,3543051030.000000,2300686040.000000,2988816174.510490,273
20150216,3,4,5,2,40,12,16,3392547120.000000,2184295900.000000,2881410208.993056,217
20150217,3,5,5,4,20,6,14,3142529050.000000,2150544920.000000,2683952157.073171,183
20150218,3,5,5,2,20,5,12,2803945070.000000,2040170040.000000,2384689973.263889,210
20150219,3,6,5,4,20,4,11,2785879880.000000,1920301030.000000,2304268032.673611,198
20150220,3,4,4,2,80,5,12,2750501950.000000,1863100950.000000,2327484135.243056,222
20150221,3,4,4,4,90,9,11,2847972900.000000,1938077030.000000,2390496072.395833,164
20150222,3,4,4,4,70,7,9,3035068120.000000,1960365970.000000,2512524704.375000,200
20150223,3,4,4,4,60,3,10,3190535890.000000,2038157960.000000,2628429430.590278,208
20150224,3,4,4,4,80,6,11,3348733890.000000,2126662110.000000,2767835594.479167,226
20150225,3,4,2,4,90,7,10,3908344970.000000,2212768070.000000,3239507922.847222,339
20150226,3,4,4,2,60,8,11,4017122070.000000,2399927980.000000,3399284172.986111,362
20150227,3,4,2,2,90,3,7,4424859860.000000,2485658940.000000,3675805854.583333,324
20150228,3,4,4,2,90,4,7,4574321780.000000,2667375980.000000,3820412869.027778,405
20150301,3,5,5,2,30,3,9,4167555180.000000,2703964110.000000,3434040300.069444,447
20150302,3,5,4,4,60,3,12,4573546880.000000,2659366940.000000,3739659412.777778,391
20150303,3,5,4,2,40,8,13,4384422850.000000,2708583010.000000,3711741923.298611,295
20150304,3,4,0,4,60,3,7,4717116210.000000,2729539060.000000,3952271090.902778,343
20150305,3,0,0,4,90,4,6,4845920900.000000,2835468990.000000,4062877170.763889,369
20150306,3,4,4,4,60,4,9,4841222170.000000,2894945070.000000,4041784516.354167,339
20150307,3,4,4,4,30,6,10,4274055180.000000,2857341060.000000,3595814820.277778,330
20150308,3,4,4,4,60,7,11,4195584960.000000,2719834960.000000,3501283438.194444,373
20150309,3,4,4,2,40,5,11,4634589840.000000,2562756100.000000,3827321266.111111,473
20150310,3,5,5,2,20,2,7,4880995120.000000,2851989990.000000,4063834993.055556,433
20150311,3,6,5,4,20,3,11,4841972170.000000,2964243900.000000,4059083909.930556,468
20150312,3,5,5,4,20,5,16,4578330080.000000,2945427980.000000,3851620722.430556,452
20150313,3,5,5,4,20,7,20,4297768070.000000,2754976070.000000,3606804811.388889,406
20150314,3,5,4,4,80,10,15,4005852050.000000,2594489010.000000,3407889876.701389,368
20150315,3,4,4,4,90,10,13,3904705080.000000,2633815920.000000,3309376388.576389,387
20150316,3,4,4,4,60,11,15,4497113770.000000,2536759030.000000,3656040467.881944,490
20150317,3,4,4,2,80,12,19,4185305180.000000,2665753910.000000,3515248055.972222,556
20150318,3,4,4,4,80,15,21,4108958980.000000,2597570070.000000,3505501392.847222,655
20150319,3,4,4,4,60,10,15,4269771970.000000,2651295900.000000,3536576827.083333,480
20150320,3,4,4,4,90,10,14,4378028810.000000,2560548100.000000,3584050761.770833,376
20150321,3,5,5,4,30,10,20,3689601070.000000,2630818120.000000,3241341975.034722,343
20150322,3,5,5,4,20,12,20,3571997070.000000,2486851070.000000,3023922243.750000,357
20150323,3,5,5,4,30,10,15,4145725100.000000,2384607910.000000,3421416046.215278,395
20150324,3,6,5,4,20,9,15,4124134770.000000,2586820070.000000,3488340588.263889,277
20150325,3,5,5,4,20,8,16,4138017090.000000,2595301030.000000,3498325393.750000,343
20150326,3,5,4,2,70,9,17,4110712890.000000,2566969970.000000,3471005176.354167,314
20150327,3,4,4,4,80,10,13,4267394040.000000,2544620120.000000,3534160039.270833,310
20150328,3,5,6,4,30,9,20,3689954100.000000,2587135990.000000,3202710097.465278,247
20150329,3,5,4,4,60,11,24,3476198970.000000,2446488040.000000,2982279619.895833,294
20150330,3,4,4,2,90,14,17,4030245120.000000,2261241940.000000,3283436892.048611,263
20150331,3,5,4,4,60,15,27,3930677000.000000,2495753910.000000,3393166737.553957,316
20150401,3,5,4,4,60,18,26,3983295900.000000,2483516110.000000,3363352466.076389,310
20150402,3,5,4,2,70,17,31,3994739010.000000,2442300050.000000,3373250602.083333,294
20150403,3,4,4,4,60,14,16,3870544920.000000,2491646000.000000,3271839235.435540,282
20150404,3,1,1,4,90,13,19,3365347900.000000,2341458980.000000,2899076817.500000,249
20150405,3,1,1,4,90,14,16,3130504880.000000,2173679930.000000,2647231852.777778,248
20150406,3,4,4,2,90,10,13,3580991940.000000,2090086910.000000,2940361277.048611,291
20150407,3,4,4,2,80,7,10,4315157230.000000,2327698000.000000,3552861684.494774,314
20150408,3,5,5,4,20,5,13,4312492190.000000,2647419920.000000,3611827432.465278,381
20150409,3,5,4,4,60,7,14,4196516110.000000,2673388920.000000,3587934993.958333,355
20150410,3,5,5,4,30,10,17,4046427000.000000,2643981930.000000,3441367359.409722,391
20150411,3,6,5,4,10,9,18,3683028080.000000,2542138920.000000,3181709960.173611,317
20150412,3,5,4,4,60,12,20,3597577880.000000,2435718990.000000,3021941156.840278,244
20150413,3,4,4,3,60,10,14,3951566890.000000,2253702880.000000,3287712125.000000,465
20150414,3,4,5,3,90,8,14,4313854980.000000,2414968990.000000,3460336849.790941,471
20150415,3,6,5,2,20,11,23,3974514890.000000,2490780030.000000,3354529507.874564,604
20150416,3,4,4,4,60,16,23,4015397950.000000,2483271000.000000,3343405246.180556,527
20150417,3,5,4,2,30,12,20,3867985110.000000,2506896970.000000,3260265495.312500,584
20150418,3,4,4,4,70,16,26,3565423100.000000,2451373050.000000,3092743923.541667,429
20150419,3,4,1,4,90,18,25,3452968020.000000,2371779050.000000,2958250140.418118,356
20150420,3,4,4,2,60,12,16,3953998050.000000,2199427000.000000,3214908287.465278,410
20150421,3,5,5,4,10,10,20,3907645020.000000,2066347900.000000,3287600040.902778,370
20150422,3,5,5,4,10,11,25,3910010990.000000,2466560060.000000,3297378913.750000,293
20150423,3,5,5,4,10,14,25,3821751950.000000,2416923100.000000,3217328803.229167,304
20150424,3,5,5,4,20,16,23,3845871090.000000,2363687010.000000,3202870594.270833,276
20150425,3,5,5,4,10,14,26,3484261960.000000,2393617920.000000,3017986272.986111,243
20150426,3,5,5,4,10,17,27,3310183110.000000,2281714110.000000,2859978168.993056,275
20150427,3,5,5,2,30,18,27,3814306880.000000,2170930910.000000,3150730065.868056,307
20150428,3,4,4,4,70,19,30,4014006100.000000,2366435060.000000,3325374351.354167,302
20150429,3,4,5,2,40,17,22,4005350100.000000,2466355960.000000,3322409816.794425,296
20150430,3,5,5,4,20,15,26,3929634030.000000,2425656980.000000,3273361132.465278,298
20150501,3,4,4,4,10,16,25,2914621090.000000,2171076900.000000,2581900816.979167,231
20150502,3,4,4,2,90,17,24,3254362060.000000,1930702030.000000,2673926458.298611,211
20150503,3,5,5,4,30,16,23,3427718020.000000,2152521970.000000,2872615852.229965,193
20150504,3,5,4,4,30,17,24,3991281010.000000,2346472900.000000,3275460968.194444,277
20150505,3,5,4,4,30,15,24,3963677000.000000,2485885010.000000,3326036140.836237,245
20150506,3,4,4,4,60,17,23,4038980960.000000,2510687990.000000,3393748451.979167,264
20150507,3,5,5,4,30,17,27,4183297850.000000,2538851070.000000,3445332705.277778,258
20150508,3,4,4,2,80,17,25,4043937010.000000,2533147950.000000,3377233082.361111,275
20150509,3,4,5,4,60,17,21,3667632080.000000,2542178960.000000,3214983231.742160,231
20150510,3,5,4,4,60,16,24,3506916990.000000,2456154050.000000,3043580317.812500,252
20150511,3,4,5,2,90,18,21,4048649900.000000,2356312010.000000,3307619900.937500,314
20150512,3,5,5,2,10,14,27,3965031010.000000,2463136960.000000,3315173862.222222,411
20150513,3,6,5,4,20,17,31,4128810060.000000,2453477050.000000,3432260706.458333,469
20150514,3,4,4,4,70,22,27,4258990230.000000,2521787110.000000,3539280361.805556,444
20150515,3,4,4,4,90,20,25,4472119140.000000,2658126950.000000,3629343750.763889,494
20150516,3,5,5,4,40,17,24,3593844970.000000,2404643070.000000,3118898298.645833,343
20150517,3,5,4,4,60,16,25,3411521970.000000,2432137940.000000,2973546719.756944,283
20150518,3,4,4,4,90,19,24,4191849120.000000,2383541020.000000,3434222802.326389,401
20150519,3,4,5,4,40,20,28,4341032230.000000,2597684080.000000,3617576006.666667,451
20150520,3,5,5,4,20,19,27,4262333980.000000,2627822020.000000,3476876507.118056,330
20150521,3,5,5,4,10,17,25,4247064940.000000,2489912110.000000,3388122118.082902,300
20141201,4,5,5,3,30,4,9,2522145020.000000,1394902950.000000,2049892248.083624,249
20141202,4,5,5,4,10,2,9,2613427980.000000,1590889040.000000,2206625179.686411,295
20141203,4,5,0,4,70,4,9,2727711910.000000,1619900020.000000,2270007742.465278,301
20141204,4,5,5,2,10,2,7,2842241940.000000,1703180050.000000,2372849657.777778,309
20141205,4,5,5,4,10,1,7,2848936040.000000,1739614990.000000,2396921892.013889,316
20141206,4,6,5,4,10,2,10,2591970950.000000,1739871950.000000,2202840460.859375,323
20141207,4,4,5,4,40,5,13,2501625980.000000,1665328980.000000,2091869971.300813,359
20141208,4,5,5,4,20,5,10,2778208980.000000,1601802000.000000,2307023114.777328,308
20141209,4,4,4,4,40,7,12,2786739010.000000,1699880000.000000,2347530385.447154,265
20141210,4,4,4,4,70,9,13,2755920900.000000,1672750980.000000,2302985789.488189,238
20141211,4,4,4,2,40,6,9,2892302000.000000,1710521000.000000,2422677294.139344,301
20141212,4,5,6,2,10,2,8,2932688960.000000,1765750980.000000,2441902993.238866,264
20141213,4,6,6,4,10,1,7,2667347900.000000,1764515010.000000,2258497860.121457,363
20141214,4,6,5,4,10,2,10,2630732910.000000,1713675050.000000,2156314301.708333,373
20141215,4,4,4,2,40,5,13,2856284910.000000,1651931030.000000,2385035240.813008,360
20141216,4,5,5,3,10,2,5,3013595950.000000,1736750000.000000,2496379443.849372,419
20141217,4,5,5,2,20,0,6,2994818120.000000,1825323000.000000,2542768882.685950,518
20141218,4,5,4,4,20,1,9,2926855960.000000,1834922000.000000,2496766313.418803,456
20141219,4,4,5,4,60,6,11,2828756100.000000,1777314940.000000,2424001569.517544,412
20141220,4,5,5,2,10,4,9,2663862060.000000,1755558960.000000,2245834788.260870,406
20141221,4,5,5,2,20,2,6,2806708010.000000,1720526000.000000,2264641083.008850,489
20141222,4,5,5,4,10,0,7,2991836910.000000,1758995000.000000,2507149973.045455,642
20141223,4,5,5,4,20,3,12,2824849120.000000,1790051030.000000,2426285440.700935,708
20141224,4,6,5,4,10,5,12,2749210940.000000,1745277950.000000,2344128680.855856,608
20141225,4,5,4,4,30,5,9,2783689940.000000,1714173950.000000,2342370608.857143,424
20141226,4,5,5,4,30,5,10,2758659910.000000,1709329960.000000,2368128603.275109,484
20141227,4,5,5,4,20,6,11,2571642090.000000,1698093990.000000,2174680798.127660,375
20141228,4,5,6,4,10,5,12,2553853030.000000,1653517940.000000,2108878085.277778,339
20141229,4,5,5,4,10,5,13,2757218990.000000,1613734990.000000,2260582078.411215,327
20141230,4,5,5,4,10,6,14,2544120120.000000,1630286010.000000,2162851124.928230,269
20141231,4,5,5,3,10,4,11,2560285890.000000,1590027950.000000,2184710399.656863,290
20150101,4,5,5,2,10,0,4,2436686040.000000,1636437010.000000,2015510447.142857,322
20150102,4,5,5,4,10,-1,8,2492220950.000000,1560666990.000000,2052406340.388350,227
20150103,4,5,5,4,20,3,10,2552305910.000000,1598496950.000000,2093779709.556650,331
20150104,4,5,5,4,10,4,16,2649948970.000000,1600536010.000000,2208504196.367925,267
20150105,4,4,4,4,60,9,19,2516583010.000000,1605593020.000000,2145731129.215686,238
20150106,4,0,0,2,80,4,8,2864652100.000000,1609927000.000000,2380766298.391608,262
20150107,4,4,5,2,30,3,7,2911948000.000000,1752391970.000000,2378447851.255230,247
20150108,4,5,5,4,10,2,8,2863990970.000000,1771045040.000000,2431818147.363184,308
20150109,4,5,5,4,10,2,11,2830761960.000000,1775655030.000000,2387891272.766990,256
20150110,4,5,5,4,10,4,13,2513071040.000000,1772112060.000000,2165295759.242424,235
20150111,4,5,5,4,10,4,14,2438181880.000000,1659188960.000000,2034661021.256281,225
20150112,4,4,4,4,20,5,9,2817188960.000000,1620685060.000000,2350054539.651568,308
20150113,4,4,4,4,80,6,10,2847357910.000000,1719608030.000000,2402438501.666667,589
20150114,4,4,4,2,90,7,10,2895396000.000000,1708891970.000000,2418796851.284722,468
20150115,4,4,4,4,90,7,9,2910634030.000000,1691968990.000000,2404898460.659722,461
20150116,4,4,4,4,30,4,10,2842488040.000000,1754034060.000000,2416715419.687500,617
20150117,4,5,5,4,30,4,6,2683902100.000000,1751406010.000000,2254795497.187500,547
20150118,4,5,5,4,30,3,10,2610873050.000000,1716305050.000000,2178530191.145833,406
20150119,4,5,5,4,20,3,10,2800721920.000000,1670062010.000000,2345624010.104167,634
20150120,4,4,4,4,60,5,10,2857777100.000000,1722512940.000000,2379053619.062500,436
20150121,4,5,4,2,60,7,14,2654556880.000000,1711432980.000000,2274678264.131944,320
20150122,4,4,5,2,40,4,8,2831120120.000000,1720833980.000000,2403947949.548611,279
20150123,4,5,5,4,10,2,10,2817681880.000000,1752974000.000000,2353432301.423611,296
20150124,4,5,4,2,30,6,15,2365684080.000000,1710237060.000000,2079981425.277778,223
20150125,4,4,4,4,90,10,16,2334728030.000000,1583422970.000000,1980421794.131944,213
20150126,4,4,4,2,70,7,11,2697096920.000000,1553848020.000000,2229817149.166667,226
20150127,4,4,0,2,70,4,7,2881689940.000000,1647735960.000000,2413367993.229167,255
20150128,4,0,4,2,80,3,5,3049981930.000000,1794045040.000000,2520039677.708333,274
20150129,4,2,0,4,90,3,6,3041274900.000000,1781208010.000000,2546756901.493056,310
20150130,4,0,0,2,70,2,6,3120115970.000000,1818616940.000000,2562825109.652778,283
20150131,4,5,4,2,40,2,6,2763652100.000000,1825160030.000000,2311123825.034722,350
20150201,4,4,4,4,60,3,7,2715060060.000000,1708828980.000000,2260465894.513889,378
20150202,4,4,4,4,60,4,7,3014951900.000000,1692536990.000000,2479033295.798611,337
20150203,4,4,4,4,60,5,8,2949063960.000000,1766498050.000000,2483788166.423611,295
20150204,4,5,6,2,30,4,9,2884105960.000000,1839776000.000000,2449720434.771930,309
20150205,4,5,5,2,20,2,7,2880134030.000000,1775590940.000000,2452165535.104167,258
20150206,4,5,5,4,20,1,8,2843085940.000000,1790172970.000000,2397333795.625000,333
20150207,4,5,5,4,30,3,11,2496120120.000000,1754395020.000000,2149117126.701389,261
20150208,4,5,6,2,20,2,4,2687043950.000000,1675626950.000000,2148483797.604167,294
20150209,4,5,5,4,10,-1,5,2952444090.000000,1716698970.000000,2403735087.812500,284
20150210,4,5,5,4,10,0,10,2761433110.000000,1768392940.000000,2328201943.819444,274
20150211,4,5,5,4,10,3,15,2573343020.000000,1697593020.000000,2177213447.083333,219
20150212,4,5,5,4,10,6,13,2495997070.000000,1586728030.000000,2101178576.805556,209
20150213,4,5,5,4,20,5,13,2374167970.000000,1576192020.000000,2010790831.284722,181
20150214,4,5,4,2,60,6,17,1962876950.000000,1519538940.000000,1743488361.006944,173
20150215,4,4,4,4,90,12,17,2008010990.000000,1352543950.000000,1704114795.594406,153
20150216,4,4,5,2,40,12,16,1957047970.000000,1274870000.000000,1640098725.520833,161
20150217,4,5,5,4,20,6,14,1766515990.000000,1232439940.000000,1505171483.797909,143
20150218,4,5,5,2,20,5,12,1592922000.000000,1168495000.000000,1368764671.319444,136
20150219,4,6,5,4,20,4,11,1585916990.000000,1154870000.000000,1323266886.076389,84
20150220,4,4,4,2,80,5,12,1569400020.000000,1125303960.000000,1347556289.756944,144
20150221,4,4,4,4,90,9,11,1580055050.000000,1115121950.000000,1353318258.958333,113
20150222,4,4,4,4,70,7,9,1692918950.000000,1138387940.000000,1429668606.388889,132
20150223,4,4,4,4,60,3,10,1803223020.000000,1223844970.000000,1517579988.958333,133
20150224,4,4,4,4,80,6,11,1916952030.000000,1243258060.000000,1593437991.493056,134
20150225,4,4,2,4,90,7,10,2252871090.000000,1302599000.000000,1858354477.673611,234
20150226,4,4,4,2,60,8,11,2354775880.000000,1417193970.000000,1975671289.062500,239
20150227,4,4,2,2,90,3,7,2568611080.000000,1498530030.000000,2147326615.902778,229
20150228,4,4,4,2,90,4,7,2645870120.000000,1545883060.000000,2211664548.541667,253
20150301,4,5,5,2,30,3,9,2404468990.000000,1603989010.000000,1985690262.152778,258
20150302,4,5,4,4,60,3,12,2613371090.000000,1558650020.000000,2169930681.840278,245
20150303,4,5,4,2,40,8,13,2542591060.000000,1604816040.000000,2166911107.777778,228
20150304,4,4,0,4,60,3,7,2695916990.000000,1649676030.000000,2291330891.458333,247
20150305,4,0,0,4,90,4,6,2847708010.000000,1694619020.000000,2375134836.041667,223
20150306,4,4,4,4,60,4,9,2790122070.000000,1709427000.000000,2344218626.909722,236
20150307,4,4,4,4,30,6,10,2415625980.000000,1672980960.000000,2085443459.548611,244
20150308,4,4,4,4,60,7,11,2450386960.000000,1605541990.000000,2053373715.868056,225
20150309,4,4,4,2,40,5,11,2779896970.000000,1582344970.000000,2267896985.729167,243
20150310,4,5,5,2,20,2,7,2821181880.000000,1719785030.000000,2357702066.354167,247
