YMD,REGION_ID,BEGIN_WEATHER,END_WEATHER,WIND_VELOCITY,RAIN_PROBABILITY,HIGH_TEMP,LOW_TEMP,MAX_VALUE,MIN_VALUE,AVG_VALUE,FAULT_COUNT_TOTAL
20150311,4,6,5,4,20,3,11,2751232910.000000,1730595950.000000,2323662967.118056,240
20150312,4,5,5,4,20,5,16,2562224120.000000,1709230960.000000,2200930722.534722,243
20150313,4,5,5,4,20,7,20,2381318120.000000,1628769040.000000,2063225128.020833,303
20150314,4,5,4,4,80,10,15,2291398930.000000,1517061040.000000,1950436638.784722,275
20150315,4,4,4,4,90,10,13,2256486080.000000,1512517940.000000,1895628158.854167,245
20150316,4,4,4,4,60,11,15,2503222900.000000,1469363040.000000,2066878290.937500,354
20150317,4,4,4,2,80,12,19,2345278080.000000,1535354000.000000,1987975042.569444,443
20150318,4,4,4,4,80,15,21,2328732910.000000,1468172970.000000,1970115164.652778,369
20150319,4,4,4,4,60,10,15,2800511960.000000,1515609010.000000,1977261421.909722,399
20150320,4,4,4,4,90,10,14,2407303960.000000,1481682010.000000,2005439499.236111,410
20150321,4,5,5,4,30,10,20,2077962890.000000,1495365970.000000,1818506580.173611,341
20150322,4,5,5,4,20,12,20,2035530030.000000,1418647950.000000,1720731955.208333,284
20150323,4,5,5,4,30,10,15,2302464110.000000,1386218990.000000,1931018660.312500,400
20150324,4,6,5,4,20,9,15,2287449950.000000,1498155030.000000,1964603684.097222,369
20150325,4,5,5,4,20,8,16,2269551030.000000,1509118040.000000,1969874493.055556,430
20150326,4,5,4,2,70,9,17,2277354000.000000,1528467040.000000,1980966589.444444,347
20150327,4,4,4,4,80,10,13,2368033940.000000,0.000000,1958800393.958333,389
20150328,4,5,6,4,30,9,20,2089687990.000000,0.000000,1628253827.395833,265
20150329,4,5,4,4,60,11,24,1998906010.000000,1023817990.000000,1524332710.868056,254
20150330,4,4,4,2,90,14,17,2200767090.000000,968549990.000000,1729455936.041667,228
20150331,4,5,4,4,60,15,27,2212280030.000000,1242276980.000000,1848920679.964029,285
20150401,4,5,4,4,60,18,26,2247610110.000000,1426953980.000000,1912628310.069444,244
20150402,4,5,4,2,70,17,31,2252290040.000000,1425000980.000000,1905331518.888889,219
20150403,4,4,4,4,60,14,16,2194956050.000000,1432727050.000000,1852853807.177700,175
20150404,4,1,1,4,90,13,19,1914151000.000000,1425019040.000000,1683592061.805556,140
20150405,4,1,1,4,90,14,16,1807732060.000000,1264271970.000000,1536676476.666667,131
20150406,4,4,4,2,90,10,13,2058299070.000000,1257725950.000000,1687820756.701389,175
20150407,4,4,4,2,80,7,10,2450249020.000000,1377380000.000000,2038145849.895470,212
20150408,4,5,5,4,20,5,13,2408926030.000000,1545094970.000000,2046420486.284722,206
20150409,4,5,4,4,60,7,14,2306568120.000000,1543931030.000000,1993883210.416667,159
20150410,4,5,5,4,30,10,17,2246146000.000000,1499616940.000000,1933837351.041667,179
20150411,4,6,5,4,10,9,18,2129666990.000000,1484925050.000000,1815667531.736111,179
20150412,4,5,4,4,60,12,20,2059762940.000000,1433535030.000000,1748707205.520833,147
20150413,4,4,4,3,60,10,14,2300066890.000000,1410968020.000000,1949705499.756944,184
20150414,4,4,5,3,90,8,14,2515852050.000000,1507609010.000000,2029055528.432056,192
20150415,4,6,5,2,20,11,23,2256585940.000000,1512889040.000000,1951610725.191638,243
20150416,4,4,4,4,60,16,23,2262858890.000000,1481370970.000000,1939033547.361111,203
20150417,4,5,4,2,30,12,20,2242031010.000000,1478745000.000000,1912364917.777778,165
20150418,4,4,4,4,70,16,26,2095072020.000000,1457485960.000000,1808704885.625000,193
20150419,4,4,1,4,90,18,25,2016621950.000000,1423182980.000000,1736274066.341463,308
20150420,4,4,4,2,60,12,16,2316753910.000000,1366665040.000000,1917337630.451389,259
20150421,4,5,5,4,10,10,20,2227170900.000000,1472998050.000000,1921255845.451389,341
20150422,4,5,5,4,10,11,25,2221206050.000000,1470140990.000000,1897430025.243056,365
20150423,4,5,5,4,10,14,25,2250336910.000000,1457488040.000000,1902045965.347222,448
20150424,4,5,5,4,20,16,23,2192229000.000000,1425375000.000000,1868743599.895833,383
20150425,4,5,5,4,10,14,26,2022369020.000000,1422170040.000000,1766767834.236111,270
20150426,4,5,5,4,10,17,27,1963647950.000000,1363597050.000000,1684923636.597222,273
20150427,4,5,5,2,30,18,27,2208451900.000000,1355999020.000000,1865856305.868056,326
20150428,4,4,4,4,70,19,30,2235073970.000000,1439873050.000000,1892993798.888889,315
20150429,4,4,5,2,40,17,22,2119147950.000000,1454604000.000000,1811581286.445993,267
20150430,4,5,5,4,20,15,26,2059291990.000000,1381817020.000000,1741378220.937500,224
20150501,4,4,4,4,10,16,25,1662863040.000000,1307604000.000000,1468522863.645833,179
20150502,4,4,4,2,90,17,24,1774823000.000000,1168165040.000000,1486012282.430556,129
20150503,4,5,5,4,30,16,23,1844443970.000000,1230183960.000000,1551494788.397213,108
20150504,4,5,4,4,30,17,24,2087816890.000000,1323550050.000000,1770556319.166667,198
20150505,4,5,4,4,30,15,24,2161331050.000000,1382350950.000000,1815727318.048780,167
20150506,4,4,4,4,60,17,23,2111199950.000000,1390651980.000000,1824662459.930556,171
20150507,4,5,5,4,30,17,27,2191271000.000000,1435291990.000000,1888115918.680556,174
20150508,4,4,4,2,80,17,25,2229351070.000000,1434737060.000000,1873776811.527778,188
20150509,4,4,5,4,60,17,21,2048712890.000000,1456463010.000000,1794144930.034843,156
20150510,4,5,4,4,60,16,24,1979453980.000000,1435628050.000000,1725797331.979167,157
20150511,4,4,5,2,90,18,21,2234845950.000000,1390665040.000000,1889446902.812500,157
20150512,4,5,5,2,10,14,27,2204750980.000000,1481380000.000000,1902059893.923611,163
20150513,4,6,5,4,20,17,31,2264290040.000000,1483385010.000000,1943137350.833333,164
20150514,4,4,4,4,70,22,27,2363748050.000000,1506913940.000000,1998693651.388889,355
20150515,4,4,4,4,90,20,25,2457779050.000000,1528552980.000000,2020987057.638889,248
20150516,4,5,5,4,40,17,24,1978630000.000000,1465663940.000000,1764347072.430556,178
20150517,4,5,4,4,60,16,25,1935418950.000000,1405168950.000000,1684834601.701389,138
20150518,4,4,4,4,90,19,24,2170622070.000000,1384161990.000000,1845228832.152778,164
20150519,4,4,5,4,40,20,28,2360361080.000000,1467530030.000000,1970800715.243056,207
20150520,4,5,5,4,20,19,27,2286446040.000000,1540458980.000000,1962311501.840278,203
20150521,4,5,5,4,10,17,25,2227474120.000000,1486574950.000000,1863902379.740933,272
20141201,5,5,5,3,30,4,9,1422358030.000000,664700990.000000,1102480373.588850,69
20141202,5,5,5,4,10,2,9,1513937990.000000,777677980.000000,1199397704.912892,90
20141203,5,5,0,4,70,4,9,1588675050.000000,820504030.000000,1231850741.458333,81
20141204,5,5,5,2,10,2,7,1629979000.000000,839940980.000000,1273547549.583333,98
20141205,5,5,5,4,10,1,7,1622698970.000000,873856990.000000,1274165372.916667,100
20141206,5,6,5,4,10,2,10,1406535030.000000,850197020.000000,1152447318.945313,118
20141207,5,4,5,4,40,5,13,1208172970.000000,781004030.000000,1000706631.869919,121
20141208,5,5,5,4,20,5,10,1587301030.000000,631239990.000000,1215509383.400810,87
20141209,5,4,4,4,40,7,12,1611040040.000000,823966000.000000,1246785665.691057,93
20141210,5,4,4,4,70,9,13,1565772950.000000,854656010.000000,1235075185.905512,87
20141211,5,4,4,2,40,6,9,1673503050.000000,863643010.000000,1291298299.590164,96
20141212,5,5,6,2,10,2,8,1676363040.000000,911086980.000000,1300317233.076923,68
20141213,5,6,6,4,10,1,7,1478118040.000000,883185970.000000,1197794294.331984,105
20141214,5,6,5,4,10,2,10,1207020020.000000,818388980.000000,1026266171.875000,145
20141215,5,4,4,2,40,5,13,1674703000.000000,738814030.000000,1248128939.959350,89
20141216,5,5,5,3,10,2,5,1697218990.000000,844411990.000000,1334373597.782427,136
20141217,5,5,5,2,20,0,6,1746491940.000000,883552980.000000,1355928939.669421,154
20141218,5,5,4,4,20,1,9,1715567990.000000,881086980.000000,1339239915.641026,161
20141219,5,4,5,4,60,6,11,1679088010.000000,876370000.000000,1311458602.543860,118
20141220,5,5,5,2,10,4,9,1480727050.000000,862669980.000000,1208365085.652174,138
20141221,5,5,5,2,20,2,6,1303714970.000000,849307010.000000,1092496193.893805,169
20141222,5,5,5,4,10,0,7,1726222050.000000,788614010.000000,1313703249.000000,134
20141223,5,5,5,4,20,3,12,1690904050.000000,869780030.000000,1307269412.523364,104
20141224,5,6,5,4,10,5,12,1626276980.000000,876851010.000000,1270889193.783784,106
20141225,5,5,4,4,30,5,9,1665321040.000000,889919010.000000,1284783881.190476,100
20141226,5,5,5,4,30,5,10,1620167970.000000,907905030.000000,1292824492.052402,87
20141227,5,5,5,4,20,6,11,1404008060.000000,833828980.000000,1176637810.468085,83
20141228,5,5,6,4,10,5,12,1230968990.000000,772481020.000000,1047795098.611111,110
20141229,5,5,5,4,10,5,13,1567737060.000000,772671020.000000,1191111549.766355,85
20141230,5,5,5,4,10,6,14,1556374020.000000,820885990.000000,1174485948.325359,80
20141231,5,5,5,3,10,4,11,1429848020.000000,793044010.000000,1111910406.666667,79
20150101,5,5,5,2,10,0,4,1031832030.000000,638771970.000000,831948512.027650,96
20150102,5,5,5,4,10,-1,8,1243667970.000000,580374020.000000,953519865.970874,73
20150103,5,5,5,4,20,3,10,1334906980.000000,717793030.000000,1074027921.477833,89
20150104,5,5,5,4,10,4,16,1492994020.000000,776528990.000000,1160246380.801887,70
20150105,5,4,4,4,60,9,19,1475340940.000000,817939030.000000,1172350118.725490,70
20150106,5,0,0,2,80,4,8,1649423950.000000,813314030.000000,1292554555.419580,84
20150107,5,4,5,2,30,3,7,1685496950.000000,876453980.000000,1285926930.878661,79
20150108,5,5,5,4,10,2,8,1681625000.000000,913486020.000000,1319753985.373134,89
20150109,5,5,5,4,10,2,11,1691344970.000000,874768010.000000,1296331212.135922,76
20150110,5,5,5,4,10,4,13,1467017940.000000,888552980.000000,1188830349.141414,52
20150111,5,5,5,4,10,4,14,1245165040.000000,815195010.000000,1027191386.633166,69
20150112,5,4,4,4,20,5,9,1634860960.000000,759435000.000000,1256278312.648084,128
20150113,5,4,4,4,80,6,10,1683508060.000000,888310000.000000,1295378712.291667,95
20150114,5,4,4,2,90,7,10,1690636960.000000,843224000.000000,1331007507.777778,106
20150115,5,4,4,4,90,7,9,1764974000.000000,882568970.000000,1348906143.541667,90
20150116,5,4,4,4,30,4,10,1741609010.000000,911395020.000000,1349077637.291667,94
20150117,5,5,5,4,30,4,6,1577130000.000000,888232970.000000,1266544689.375000,93
20150118,5,5,5,4,30,3,10,1323891970.000000,860565980.000000,1106434137.708333,87
20150119,5,5,5,4,20,3,10,1661584960.000000,740890010.000000,1272842529.618056,83
20150120,5,4,4,4,60,5,10,1715010990.000000,882153020.000000,1313236792.361111,64
20150121,5,5,4,2,60,7,14,1612301030.000000,827070010.000000,1265581968.680556,64
20150122,5,4,5,2,40,4,8,1720337040.000000,887651000.000000,1341614710.868056,76
20150123,5,5,5,4,10,2,10,1697083980.000000,875341000.000000,1315502075.416667,64
20150124,5,5,4,2,30,6,15,1466135010.000000,884577030.000000,1181493196.666667,62
20150125,5,4,4,4,90,10,16,1203431030.000000,732302000.000000,1034809668.611111,68
20150126,5,4,4,2,70,7,11,1651652950.000000,754482970.000000,1255418088.923611,70
20150127,5,4,0,2,70,4,7,1748052000.000000,884385010.000000,1366457701.111111,71
20150128,5,0,4,2,80,3,5,1805218020.000000,940010990.000000,1402364212.951389,94
20150129,5,2,0,4,90,3,6,1818036010.000000,937367000.000000,1401998273.645833,76
20150130,5,0,0,2,70,2,6,1794771000.000000,905705990.000000,1383849343.854167,83
20150131,5,5,4,2,40,2,6,1538750000.000000,870153020.000000,1265066899.895833,105
20150201,5,4,4,4,60,3,7,1417936040.000000,832771000.000000,1144759350.381944,111
20150202,5,4,4,4,60,4,7,1752031010.000000,789877990.000000,1316806796.909722,109
20150203,5,4,4,4,60,5,8,1722366940.000000,868463010.000000,1348105046.319444,92
20150204,5,5,6,2,30,4,9,1716354000.000000,882992980.000000,1308827458.280702,126
20150205,5,5,5,2,20,2,7,1674500000.000000,866557010.000000,1323260401.875000,146
20150206,5,5,5,4,20,1,8,1654407960.000000,915185000.000000,1299057893.263889,122
20150207,5,5,5,4,30,3,11,1410547970.000000,867778990.000000,1163811482.638889,76
20150208,5,5,6,2,20,2,4,1318123050.000000,800486020.000000,1073272482.465278,96
20150209,5,5,5,4,10,-1,5,1591922000.000000,1020755980.000000,1317784107.847222,81
20150210,5,5,5,4,10,0,10,1524979000.000000,866981990.000000,1207113447.708333,61
20150211,5,5,5,4,10,3,15,1429133060.000000,809716000.000000,1125999429.791667,56
20150212,5,5,5,4,10,6,13,1354248050.000000,749221980.000000,1066656420.104167,54
20150213,5,5,5,4,20,5,13,1256884030.000000,749994020.000000,986733054.756944,39
20150214,5,5,4,2,60,6,17,1014348020.000000,658012020.000000,827835000.000000,31
20150215,5,4,4,4,90,12,17,966940980.000000,595739010.000000,779386369.650350,46
20150216,5,4,5,2,40,12,16,903945980.000000,561013000.000000,741859930.555556,28
20150217,5,5,5,4,20,6,14,802549010.000000,521414000.000000,650041299.721254,49
20150218,5,5,5,2,20,5,12,668117000.000000,345259000.000000,483896389.340278,49
20150219,5,6,5,4,20,4,11,632161010.000000,289840000.000000,436070965.243056,23
20150220,5,4,4,2,80,5,12,670117000.000000,301862000.000000,487465861.736111,36
20150221,5,4,4,4,90,9,11,668133000.000000,349961000.000000,532593430.069444,28
20150222,5,4,4,4,70,7,9,795306030.000000,397940000.000000,591916979.722222,37
20150223,5,4,4,4,60,3,10,839924990.000000,469549010.000000,663055152.673611,42
20150224,5,4,4,4,80,6,11,939880000.000000,481925990.000000,708898991.250000,49
20150225,5,4,2,4,90,7,10,1090349980.000000,541797970.000000,841438719.965278,54
20150226,5,4,4,2,60,8,11,1202916990.000000,557976010.000000,947190921.423611,58
20150227,5,4,2,2,90,3,7,1367917970.000000,664481020.000000,1051027053.090278,59
20150228,5,4,4,2,90,4,7,1425329960.000000,682710020.000000,1099524821.319444,81
20150301,5,5,5,2,30,3,9,1169541020.000000,704538020.000000,978468755.798611,68
20150302,5,5,4,4,60,3,12,1462968990.000000,698323970.000000,1121451046.388889,63
20150303,5,5,4,2,40,8,13,1482206050.000000,787021970.000000,1153189821.284722,59
20150304,5,4,0,4,60,3,7,1567477050.000000,807325010.000000,1219117550.937500,69
20150305,5,0,0,4,90,4,6,1671102050.000000,838130000.000000,1247637526.562500,74
20150306,5,4,4,4,60,4,9,1577943970.000000,818856020.000000,1236678831.701389,65
20150307,5,4,4,4,30,6,10,1414182010.000000,789721980.000000,1119209122.777778,75
20150308,5,4,4,4,60,7,11,1208515990.000000,753674990.000000,1005237290.694444,63
20150309,5,4,4,2,40,5,11,1601941040.000000,716528990.000000,1196045790.416667,60
20150310,5,5,5,2,20,2,7,1615281980.000000,852435970.000000,1268882172.534722,77
20150311,5,6,5,4,20,3,11,1649796020.000000,856072020.000000,1258630866.805556,67
20150312,5,5,5,4,20,5,16,1546567020.000000,838765990.000000,1200993413.819444,74
20150313,5,5,5,4,20,7,20,1471687990.000000,835913020.000000,1145759637.291667,62
20150314,5,5,4,4,80,10,15,1359360960.000000,770114990.000000,1086112601.944444,52
20150315,5,4,4,4,90,10,13,1141088010.000000,687760990.000000,958116662.604167,57
20150316,5,4,4,4,60,11,15,1492555050.000000,690622010.000000,1122046748.229167,86
20150317,5,4,4,2,80,12,19,1455058960.000000,780973020.000000,1126777990.520833,120
20150318,5,4,4,4,80,15,21,1470067020.000000,769234990.000000,1137388078.298611,78
20150319,5,4,4,4,60,10,15,1494767940.000000,768716980.000000,1150492995.902778,83
20150320,5,4,4,4,90,10,14,1542885010.000000,777918030.000000,1170027197.951389,66
20150321,5,5,5,4,30,10,20,1358623050.000000,777887020.000000,1050049549.201389,75
20150322,5,5,5,4,20,12,20,1062630980.000000,689726010.000000,895334319.270833,76
20150323,5,5,5,4,30,10,15,1453917970.000000,627340030.000000,1100541400.868056,65
20150324,5,6,5,4,20,9,15,1431022950.000000,761973020.000000,1143390488.402778,57
20150325,5,5,5,4,20,8,16,1417161010.000000,813052000.000000,1138113691.493056,70
20150326,5,5,4,2,70,9,17,1410265010.000000,753047000.000000,1140975828.194444,58
20150327,5,4,4,4,80,10,13,1488062990.000000,758208010.000000,1150621574.965278,60
20150328,5,5,6,4,30,9,20,1299604000.000000,776132020.000000,1040266807.291667,45
20150329,5,5,4,4,60,11,24,1037401000.000000,700398990.000000,867417705.000000,61
20150330,5,4,4,2,90,14,17,1361637940.000000,599812010.000000,1050740897.986111,70
20150331,5,5,4,4,60,15,27,1345922000.000000,764421020.000000,1086828209.604317,62
20150401,5,5,4,4,60,18,26,1380245000.000000,735648010.000000,1094164523.229167,48
20150402,5,5,4,2,70,17,31,1518928960.000000,768872990.000000,1120866312.777778,52
20150403,5,4,4,4,60,14,16,1395128050.000000,775000000.000000,1087150927.909408,53
20150404,5,1,1,4,90,13,19,1115743040.000000,713950990.000000,917406354.687500,38
20150405,5,1,1,4,90,14,16,833935000.000000,586010010.000000,693725733.125000,39
20150406,5,4,4,2,90,10,13,1140307010.000000,518556030.000000,890367388.784722,54
20150407,5,4,4,2,80,7,10,1548139040.000000,709374020.000000,1147660686.794425,78
20150408,5,5,5,4,20,5,13,1474537960.000000,942531010.000000,1195611477.534722,43
20150409,5,5,4,4,60,7,14,1463839970.000000,824705020.000000,1161645315.451389,56
20150410,5,5,5,4,30,10,17,1426530030.000000,795375980.000000,1131258785.937500,46
20150411,5,6,5,4,10,9,18,1271318970.000000,785557980.000000,1048745446.666667,49
20150412,5,5,4,4,60,12,20,1068477050.000000,685765010.000000,901155716.145833,62
20150413,5,4,4,3,60,10,14,1409831050.000000,664328000.000000,1083182831.875000,69
20150414,5,4,5,3,90,8,14,1541387940.000000,789052980.000000,1149702236.829268,50
20150415,5,6,5,2,20,11,23,1397610960.000000,777046020.000000,1117756032.961672,65
20150416,5,4,4,4,60,16,23,1385732060.000000,777775020.000000,1118811577.916667,52
20150417,5,5,4,2,30,12,20,1424303960.000000,780682980.000000,1106486026.875000,55
20150418,5,4,4,4,70,16,26,1251571040.000000,780583010.000000,1015717802.083333,51
20150419,5,4,1,4,90,18,25,1017013980.000000,716734010.000000,884130232.996516,66
20150420,5,4,4,2,60,12,16,1411802000.000000,637914980.000000,1072347495.451389,61
20150421,5,5,5,4,10,10,20,1384188960.000000,767091000.000000,1103188825.590278,67
20150422,5,5,5,4,10,11,25,7868865230.000000,780635990.000000,1492119905.347222,75
20150423,5,5,5,4,10,14,25,1408843990.000000,801049010.000000,1102560076.736111,75
20150424,5,5,5,4,20,16,23,1371902950.000000,781991030.000000,1092066546.180556,61
20150425,5,5,5,4,10,14,26,1343866940.000000,777216980.000000,1028700038.576389,65
20150426,5,5,5,4,10,17,27,1071864990.000000,693948000.000000,890558390.902778,48
20150427,5,5,5,2,30,18,27,1382588010.000000,606521970.000000,1061501147.256944,49
20150428,5,4,4,4,70,19,30,1400406010.000000,774708980.000000,1125621608.402778,60
20150429,5,4,5,2,40,17,22,1395238040.000000,743997010.000000,1077515420.662021,62
20150430,5,5,5,4,20,15,26,1303217040.000000,734668030.000000,1013489781.875000,64
20150501,5,4,4,4,10,16,25,794541990.000000,532999020.000000,647506322.812500,30
20150502,5,4,4,2,90,17,24,921405030.000000,428825010.000000,706073003.298611,56
20150503,5,5,5,4,30,16,23,999343990.000000,556989010.000000,813411055.958188,29
20150504,5,5,4,4,30,17,24,1335271000.000000,631731990.000000,1011154711.527778,59
20150505,5,5,4,4,30,15,24,1361635990.000000,750505980.000000,1070125429.128920,44
20150506,5,4,4,4,60,17,23,1429307010.000000,766017030.000000,1142384727.187500,48
20150507,5,5,5,4,30,17,27,1502136960.000000,811445980.000000,1185404071.006944,44
20150508,5,4,4,2,80,17,25,1497307980.000000,840315000.000000,1187190018.437500,36
20150509,5,4,5,4,60,17,21,1421848020.000000,808523990.000000,1100886637.073171,29
20150510,5,5,4,4,60,16,24,1168885010.000000,702815000.000000,959419516.631944,39
20150511,5,4,5,2,90,18,21,1451515990.000000,682890990.000000,1095584267.743056,46
20150512,5,5,5,2,10,14,27,1431245970.000000,768064030.000000,1104947018.993056,47
20150513,5,6,5,4,20,17,31,1367238040.000000,688463990.000000,1110701446.631944,56
20150514,5,4,4,4,70,22,27,1509532960.000000,781353030.000000,1154916737.569444,47
20150515,5,4,4,4,90,20,25,1467280030.000000,772528020.000000,1143248261.562500,74
20150516,5,5,5,4,40,17,24,1215977050.000000,764288020.000000,1006603132.604167,49
20150517,5,5,4,4,60,16,25,1603745970.000000,690763000.000000,946961496.840278,48
20150518,5,4,4,4,90,19,24,1430112060.000000,657153020.000000,1063517074.062500,42
20150519,5,4,5,4,40,20,28,1433380000.000000,788960020.000000,1155776886.770833,62
20150520,5,5,5,4,20,19,27,1447156980.000000,781851010.000000,1132705826.597222,51
20150521,5,5,5,4,10,17,25,1434472050.000000,777914980.000000,1097642229.326425,70
20141201,6,5,5,3,30,4,9,1105659060.000000,652068970.000000,898972299.651568,109
20141202,6,5,5,4,10,2,9,1173166990.000000,747875980.000000,958398880.766551,84
20141203,6,5,0,4,70,4,9,1197396970.000000,734224000.000000,975113211.631944,103
20141204,6,5,5,2,10,2,7,1228458010.000000,753827030.000000,990130613.437500,96
20141205,6,5,5,4,10,1,7,1232689940.000000,722987980.000000,996599378.958333,109
20141206,6,6,5,4,10,2,10,1138821040.000000,753640010.000000,944841703.593750,127
20141207,6,4,5,4,40,5,13,978479980.000000,711046020.000000,834662614.756098,112
20141208,6,5,5,4,20,5,10,1196421020.000000,660177000.000000,948684859.473684,102
20141209,6,4,4,4,40,7,12,1225913940.000000,740168030.000000,988232404.024390,82
20141210,6,4,4,4,70,9,13,1207854000.000000,732903990.000000,968059103.464567,84
20141211,6,4,4,2,40,6,9,1244505000.000000,734745000.000000,994674954.631148,98
20141212,6,5,6,2,10,2,8,1247160030.000000,734299010.000000,999418204.331984,114
20141213,6,6,6,4,10,1,7,1138099000.000000,754122010.000000,948380315.870445,106
20141214,6,6,5,4,10,2,10,961646970.000000,716685000.000000,847048738.000000,135
20141215,6,4,4,2,40,5,13,1219803960.000000,647534000.000000,964249445.081301,98
20141216,6,5,5,3,10,2,5,1273912960.000000,745692020.000000,1017502213.138075,124
20141217,6,5,5,2,20,0,6,1288399050.000000,761630000.000000,1029890529.421488,156
20141218,6,5,4,4,20,1,9,1269853030.000000,770682010.000000,1027309044.102564,114
20141219,6,4,5,4,60,6,11,1270280030.000000,750177980.000000,1014947401.359649,93
20141220,6,5,5,2,10,4,9,1135140990.000000,773463990.000000,954404580.913043,94
20141221,6,5,5,2,20,2,6,1031561040.000000,742015010.000000,897447870.353982,127
20141222,6,5,5,4,10,0,7,1269859990.000000,724474000.000000,1013683781.363636,128
20141223,6,5,5,4,20,3,12,1245982060.000000,787721010.000000,1015117116.074766,103
20141224,6,6,5,4,10,5,12,1213021970.000000,772721010.000000,990794723.243243,90
20141225,6,5,4,4,30,5,9,1209706050.000000,778948970.000000,999340904.142857,90
20141226,6,5,5,4,30,5,10,1222662960.000000,778552980.000000,1014597854.366812,71
20141227,6,5,5,4,20,6,11,1157708980.000000,791682980.000000,976296253.361702,94
20141228,6,5,6,4,10,5,12,1051672970.000000,768249020.000000,918212795.625000,95
20141229,6,5,5,4,10,5,13,1225154050.000000,744372010.000000,986076717.710280,81
20141230,6,5,5,4,10,6,14,1191995000.000000,763426030.000000,972580037.320574,78
20141231,6,5,5,3,10,4,11,1135647950.000000,737836000.000000,920233210.735294,83
20150101,6,5,5,2,10,0,4,845729000.000000,676580990.000000,742426406.267281,105
20150102,6,5,5,4,10,-1,8,975901000.000000,628070980.000000,828145097.718447,80
20150103,6,5,5,4,20,3,10,1109853030.000000,709942990.000000,921729274.532020,101
20150104,6,5,5,4,10,4,16,1197365970.000000,739393980.000000,970950133.632075,98
20150105,6,4,4,4,60,9,19,1181522950.000000,766551030.000000,976342820.245098,82
20150106,6,0,0,2,80,4,8,1292175050.000000,771737980.000000,1047564997.902098,94
20150107,6,4,5,2,30,3,7,1312125000.000000,823455020.000000,1045644576.234310,82
20150108,6,5,5,4,10,2,8,1307864010.000000,834067990.000000,1070282221.940299,78
20150109,6,5,5,4,10,2,11,1279583980.000000,835825990.000000,1040790559.902913,92
20150110,6,5,5,4,10,4,13,1167838010.000000,797456970.000000,977118387.929293,79
20150111,6,5,5,4,10,4,14,1017523990.000000,765716980.000000,888896689.447236,82
20150112,6,4,4,4,20,5,9,1247464970.000000,737557980.000000,1014695506.480836,56
20150113,6,4,4,4,80,6,10,1283360960.000000,806406980.000000,1042829654.340278,68
20150114,6,4,4,2,90,7,10,1259086060.000000,774159970.000000,1014010585.104167,101
20150115,6,4,4,4,90,7,9,1269612060.000000,776431030.000000,1029233404.548611,61
20150116,6,4,4,4,30,4,10,1278222050.000000,802323970.000000,1038064000.694444,78
20150117,6,5,5,4,30,4,6,1163376950.000000,793968020.000000,982889898.229167,69
20150118,6,5,5,4,30,3,10,1016083010.000000,770653990.000000,890770555.208333,80
20150119,6,5,5,4,20,3,10,1226685060.000000,714432980.000000,985682418.541667,74
20150120,6,4,4,4,60,5,10,1278776000.000000,750577030.000000,1026281105.173611,83
20150121,6,5,4,2,60,7,14,1199762940.000000,790026980.000000,994636670.243056,86
20150122,6,4,5,2,40,4,8,1240457030.000000,771836980.000000,1004081713.194444,53
20150123,6,5,5,4,10,2,10,1244512940.000000,772956970.000000,1013169412.291667,95
20150124,6,5,4,2,30,6,15,1133233030.000000,790635010.000000,956950371.388889,60
20150125,6,4,4,4,90,10,16,1002041990.000000,762541990.000000,876571182.083333,74
20150126,6,4,4,2,70,7,11,1209600950.000000,706653020.000000,973081436.840278,64
20150127,6,4,0,2,70,4,7,1277932010.000000,776979000.000000,1029387375.902778,87
20150128,6,0,4,2,80,3,5,1289984990.000000,794317020.000000,1036714730.555556,64
20150129,6,2,0,4,90,3,6,1291317020.000000,783226990.000000,1036982387.708333,69
20150130,6,0,0,2,70,2,6,1282508060.000000,788556030.000000,1031021821.250000,86
20150131,6,5,4,2,40,2,6,1144401980.000000,749138000.000000,963234526.875000,65
20150201,6,4,4,4,60,3,7,1026838010.000000,749698000.000000,900939861.423611,105
20150202,6,4,4,4,60,4,7,1243041020.000000,722547970.000000,991014952.430556,86
20150203,6,4,4,4,60,5,8,1262777950.000000,775565000.000000,1015764003.159722,77
20150204,6,5,6,2,30,4,9,1215875000.000000,773538020.000000,990660752.350877,95
20150205,6,5,5,2,20,2,7,1198032960.000000,778802000.000000,987405319.791667,74
20150206,6,5,5,4,20,1,8,1179379030.000000,770755980.000000,966235908.229167,70
20150207,6,5,5,4,30,3,11,1048130980.000000,748968990.000000,894291577.395833,81
20150208,6,5,6,2,20,2,4,955669980.000000,713804020.000000,843476459.722222,73
20150209,6,5,5,4,10,-1,5,1111937990.000000,695797000.000000,908374471.736111,85
20150210,6,5,5,4,10,0,10,1061063960.000000,718286010.000000,879845338.888889,71
20150211,6,5,5,4,10,3,15,993763980.000000,688885990.000000,829457223.437500,80
20150212,6,5,5,4,10,6,13,950054990.000000,667931030.000000,801167381.944444,54
20150213,6,5,5,4,20,5,13,870760990.000000,633461000.000000,737566219.756944,60
20150214,6,5,4,2,60,6,17,733771970.000000,594646970.000000,656865693.576389,43
20150215,6,4,4,4,90,12,17,696838010.000000,542471010.000000,621991778.986014,55
20150216,6,4,5,2,40,12,16,673369020.000000,527992980.000000,597131967.291667,42
20150217,6,5,5,4,20,6,14,609166020.000000,502049990.000000,555978285.888502,48
